case_no,rpm,p_amb_bar,t_amb_C,throttle_pct,alt_ft,power_kW,fuelflow_kgh,p_plenum_bar,t_plenum_K
1,5800,1.013,0,100,0,104.5083055,33.92,1.5074,277.75
2,5800,0.908,-6,100,2999,104.2914135,33.64,1.4934,271.85
3,5800,0.812,-12,100,5997,104.7614612,33.79,1.5102,266.05
4,5800,0.724,-18,100,8999,104.8299416,33.91,1.5197,260.25
5,5800,0.644,-24,100,11998,104.9284941,33.96,1.5226,254.35
6,5800,0.572,-30,100,15000,105.0191481,34.14,1.5176,248.55
7,5800,0.527,-34,100,17001,104.8183805,34.08,1.4730,244.65
8,5800,0.485,-38,100,18999,102.1415947,33.28,1.3961,240.85
9,5800,0.446,-42,100,21001,96.64806233,31.96,1.3013,237.05
10,5800,0.410,-46,100,22999,89.6052726,30.59,1.2059,233.25
11,5800,1.013,0,99.4,0,101.7111954,32.61,1.4696,277.75
12,5800,0.908,-6,99.4,2999,100.7685431,32.03,1.4461,271.75
13,5800,0.812,-12,99.4,5997,100.1951801,31.70,1.4496,265.95
14,5800,0.724,-18,99.4,8999,99.24247295,31.36,1.4461,260.05
15,5800,0.644,-24,99.4,11998,98.56033027,31.17,1.4444,254.25
16,5800,0.572,-30,99.4,15000,99.4148542,31.58,1.4499,248.35
17,5800,0.527,-34,99.4,17001,100.0682755,31.76,1.4152,244.45
18,5800,0.485,-38,99.4,18999,98.16444326,31.27,1.3472,240.55
19,5800,0.446,-42,99.4,21001,93.3223196,30.26,1.2595,236.75
20,5800,0.410,-46,99.4,22999,86.7846089,29.10,1.1695,232.85
21,5800,1.013,0,98.8,0,98.84053467,31.26,1.4314,277.65
22,5800,0.908,-6,98.8,2999,97.21208274,30.40,1.3998,271.75
23,5800,0.812,-12,98.8,5997,95.62542568,29.65,1.3899,265.95
24,5800,0.724,-18,98.8,8999,93.73580146,28.93,1.3741,260.05
25,5800,0.644,-24,98.8,11998,92.50114367,28.58,1.3685,254.05
26,5800,0.572,-30,98.8,15000,93.98842135,29.14,1.3821,248.15
27,5800,0.527,-34,98.8,17001,95.29615774,29.51,1.3564,244.25
28,5800,0.485,-38,98.8,18999,94.0508842,29.28,1.2970,240.35
29,5800,0.446,-42,98.8,21001,89.83741172,28.55,1.2168,236.45
30,5800,0.410,-46,98.8,22999,83.83159084,27.59,1.1324,232.55
31,5800,1.013,0,97.4,0,91.95403705,28.08,1.3423,277.55
32,5800,0.908,-6,97.4,2999,88.88570136,26.66,1.2956,271.65
33,5800,0.812,-12,97.4,5997,85.15876905,25.13,1.2556,265.75
34,5800,0.724,-18,97.4,8999,81.46476585,23.84,1.2153,259.85
35,5800,0.644,-24,97.4,11998,79.64903214,23.38,1.2031,253.85
36,5800,0.572,-30,97.4,15000,82.15588771,24.13,1.2278,247.95
37,5800,0.527,-34,97.4,17001,84.3470187,24.73,1.2187,244.05
38,5800,0.485,-38,97.4,18999,84.23050385,24.92,1.1781,240.05
39,5800,0.446,-42,97.4,21001,81.33782119,24.69,1.1150,236.05
40,5800,0.410,-46,97.4,22999,76.59343833,24.16,1.0442,232.15
41,5800,1.013,0,94.1,0,74.78971035,21.66,1.1443,277.45
42,5800,0.908,-6,94.1,2999,69.37190323,19.64,1.0748,271.45
43,5800,0.812,-12,94.1,5997,62.98696218,17.64,0.9923,265.55
44,5800,0.724,-18,94.1,8999,57.63396721,16.43,0.9243,259.65
45,5800,0.644,-24,94.1,11998,56.35139229,16.41,0.9062,253.55
46,5800,0.572,-30,94.1,15000,59.31498959,17.19,0.9282,247.55
47,5800,0.527,-34,94.1,17001,61.49758867,17.75,0.9333,243.65
48,5800,0.485,-38,94.1,18999,62.22751192,18.11,0.9185,239.75
49,5800,0.446,-42,94.1,21001,61.14232931,18.22,0.8854,235.75
50,5800,0.410,-46,94.1,22999,58.64288042,18.10,0.8420,231.75
51,5800,1.013,0,84.5,0,44.5109088,13.79,0.8075,277.05
52,5800,0.908,-6,84.5,2999,41.25060557,12.77,0.7477,271.25
53,5800,0.812,-12,84.5,5997,37.95703444,11.88,0.6906,265.15
54,5800,0.724,-18,84.5,8999,33.8489024,11.08,0.6313,259.15
55,5800,0.644,-24,84.5,11998,30.27759929,10.36,0.5792,253.35
56,5800,0.572,-30,84.5,15000,27.74751672,9.70,0.5386,247.45
57,5800,0.527,-34,84.5,17001,26.34189819,9.28,0.5148,243.55
58,5800,0.485,-38,84.5,18999,25.04337168,8.91,0.4929,239.65
59,5800,0.446,-42,84.5,21001,23.80025556,8.61,0.4724,235.85
60,5800,0.410,-46,84.5,22999,22.58526633,8.38,0.4534,232.05
61,5800,1.013,0,72,0,24.52378685,9.62,0.5872,277.15
62,5800,0.908,-6,72,2999,21.81010698,8.77,0.5308,271.25
63,5800,0.812,-12,72,5997,19.41009482,8.01,0.4847,265.25
64,5800,0.724,-18,72,8999,16.96282542,7.33,0.4399,259.35
65,5800,0.644,-24,72,11998,14.41904884,6.75,0.3950,253.45
66,5800,0.572,-30,72,15000,11.78785592,6.25,0.3540,247.65
67,5800,0.527,-34,72,17001,10.03170923,5.94,0.3303,243.55
68,5800,0.485,-38,72,18999,8.428325271,5.65,0.3111,239.55
69,5800,0.446,-42,72,21001,7.085087367,5.42,0.2968,235.55
70,5800,0.410,-46,72,22999,6.039827563,5.25,0.2867,231.55
71,5800,1.013,0,56.5,0,7.693672667,5.78,0.3762,278.35
72,5800,0.908,-6,56.5,2999,4.734707685,5.27,0.3318,272.65
73,5800,0.812,-12,56.5,5997,3.306534463,5.01,0.3029,266.75
74,5800,0.724,-18,56.5,8999,2.497310939,4.88,0.2807,260.65
81,5500,1.013,0,100,0,99.51428558,32.19,1.4348,277.65
82,5500,0.908,-6,100,2999,99.09718562,31.73,1.4189,271.75
83,5500,0.812,-12,100,5997,99.81348163,32.06,1.4376,265.95
84,5500,0.724,-18,100,8999,99.67295046,32.09,1.4456,259.95
85,5500,0.644,-24,100,11998,99.62210712,32.13,1.4512,254.15
86,5500,0.572,-30,100,15000,99.8150346,32.33,1.4461,248.15
87,5500,0.527,-34,100,17001,100.2715364,32.71,1.4062,244.25
88,5500,0.485,-38,100,18999,98.83768869,32.28,1.3378,240.35
89,5500,0.446,-42,100,21001,94.4484313,31.23,1.2471,236.55
90,5500,0.410,-46,100,22999,87.81330811,29.97,1.1500,232.75
91,5500,1.013,0,99.4,0,96.91565234,30.93,1.3999,277.65
92,5500,0.908,-6,99.4,2999,95.88764475,30.19,1.3751,271.75
93,5500,0.812,-12,99.4,5997,95.52897501,29.99,1.3810,265.85
94,5500,0.724,-18,99.4,8999,94.45004826,29.57,1.3769,259.95
95,5500,0.644,-24,99.4,11998,93.73385473,29.36,1.3784,253.95
96,5500,0.572,-30,99.4,15000,94.68463317,29.87,1.3837,248.05
97,5500,0.527,-34,99.4,17001,95.94980072,30.47,1.3532,244.05
98,5500,0.485,-38,99.4,18999,95.18713304,30.34,1.2928,240.15
99,5500,0.446,-42,99.4,21001,91.35747027,29.57,1.2086,236.35
100,5500,0.410,-46,99.4,22999,85.18222973,28.49,1.1164,232.55
101,5500,1.013,0,98.8,0,94.2599442,29.63,1.3651,277.55
102,5500,0.908,-6,98.8,2999,92.64567583,28.63,1.3327,271.75
103,5500,0.812,-12,98.8,5997,91.26273882,27.97,1.3254,265.85
104,5500,0.724,-18,98.8,8999,89.33061847,27.19,1.3098,259.85
105,5500,0.644,-24,98.8,11998,88.14946861,26.83,1.3077,253.85
106,5500,0.572,-30,98.8,15000,89.73508785,27.56,1.3211,247.95
107,5500,0.527,-34,98.8,17001,91.59825083,28.30,1.2989,243.95
108,5500,0.485,-38,98.8,18999,91.36719748,28.40,1.2461,240.05
109,5500,0.446,-42,98.8,21001,88.04919456,27.87,1.1685,236.15
110,5500,0.410,-46,98.8,22999,82.35617938,26.98,1.0817,232.25
111,5500,1.013,0,97.4,0,87.92896963,26.62,1.2849,277.55
112,5500,0.908,-6,97.4,2999,85.0579432,25.09,1.2386,271.65
113,5500,0.812,-12,97.4,5997,81.57165887,23.61,1.2013,265.85
114,5500,0.724,-18,97.4,8999,78.02283433,22.33,1.1624,259.75
115,5500,0.644,-24,97.4,11998,76.37879921,21.90,1.1537,253.65
116,5500,0.572,-30,97.4,15000,78.98841939,22.86,1.1785,247.75
117,5500,0.527,-34,97.4,17001,81.56954466,23.72,1.1714,243.85
118,5500,0.485,-38,97.4,18999,82.11606528,24.13,1.1344,239.85
119,5500,0.446,-42,97.4,21001,79.79483432,24.02,1.0719,235.85
120,5500,0.410,-46,97.4,22999,75.23583207,23.52,0.9981,231.95
121,5500,1.013,0,94.1,0,72.29856754,20.73,1.1081,277.35
122,5500,0.908,-6,94.1,2999,67.34036938,18.74,1.0405,271.45
123,5500,0.812,-12,94.1,5997,61.415535,16.87,0.9616,265.45
124,5500,0.724,-18,94.1,8999,56.49366466,15.84,0.8976,259.55
125,5500,0.644,-24,94.1,11998,55.38485484,15.94,0.8815,253.55
126,5500,0.572,-30,94.1,15000,58.17634027,16.73,0.9025,247.45
127,5500,0.527,-34,94.1,17001,60.26730036,17.26,0.9061,243.55
128,5500,0.485,-38,94.1,18999,60.98149415,17.57,0.8890,239.55
129,5500,0.446,-42,94.1,21001,59.89326719,17.63,0.8525,235.65
130,5500,0.410,-46,94.1,22999,57.34271647,17.46,0.8051,231.65
131,5500,1.013,0,84.5,0,45.28399248,13.73,0.8131,276.95
132,5500,0.908,-6,84.5,2999,42.4180251,12.81,0.7569,271.05
133,5500,0.812,-12,84.5,5997,39.19979037,11.99,0.7019,265.25
134,5500,0.724,-18,84.5,8999,35.28849526,11.25,0.6440,259.35
135,5500,0.644,-24,84.5,11998,31.795046,10.53,0.5896,253.25
136,5500,0.572,-30,84.5,15000,28.94029391,9.76,0.5430,247.35
137,5500,0.527,-34,84.5,17001,27.17767345,9.23,0.5145,243.55
138,5500,0.485,-38,84.5,18999,25.52710037,8.75,0.4878,239.75
139,5500,0.446,-42,84.5,21001,23.98722778,8.35,0.4629,235.85
140,5500,0.410,-46,84.5,22999,22.54098889,8.04,0.4400,232.05
141,5500,1.013,0,72,0,25.75031406,9.59,0.6003,276.95
142,5500,0.908,-6,72,2999,23.26397826,8.77,0.5433,271.05
143,5500,0.812,-12,72,5997,20.88188943,8.03,0.4956,265.15
144,5500,0.724,-18,72,8999,18.37086951,7.35,0.4486,259.25
145,5500,0.644,-24,72,11998,15.82436216,6.75,0.4009,253.25
146,5500,0.572,-30,72,15000,13.19108912,6.22,0.3570,247.35
147,5500,0.527,-34,72,17001,11.39341895,5.89,0.3311,243.45
148,5500,0.485,-38,72,18999,9.707441081,5.59,0.3097,239.35
149,5500,0.446,-42,72,21001,8.245670274,5.33,0.2933,235.35
150,5500,0.410,-46,72,22999,7.064090852,5.13,0.2813,231.35
151,5500,1.013,0,56.5,0,9.025232102,5.73,0.3809,277.55
152,5500,0.908,-6,56.5,2999,6.560585117,5.25,0.3371,271.65
153,5500,0.812,-12,56.5,5997,5.063409499,4.97,0.3063,265.75
154,5500,0.724,-18,56.5,8999,3.862165883,4.77,0.2807,259.85
155,5500,0.644,-24,56.5,11998,2.701900645,4.57,0.2597,254.05
161,5800,1.013,15,100,0,104.3921186,33.95,1.5206,292.75
162,5800,0.908,9,100,2999,104.4389829,33.79,1.5123,287.05
163,5800,0.812,3,100,5997,104.4572142,33.89,1.5093,281.15
164,5800,0.724,-3,100,8999,104.7008665,33.92,1.5145,275.35
165,5800,0.644,-9,100,11998,104.9399824,33.98,1.5149,269.45
166,5800,0.572,-15,100,15000,104.9196626,34.08,1.5268,263.65
167,5800,0.527,-19,100,17001,104.7418887,33.63,1.5098,259.85
168,5800,0.485,-23,100,18999,102.3513851,32.35,1.4602,256.05
169,5800,0.446,-27,100,21001,97.03385755,30.54,1.3870,252.35
170,5800,0.410,-31,100,22999,89.5176104,28.94,1.2949,248.35
171,5800,1.013,15,99.4,0,101.5670874,32.61,1.4831,292.75
172,5800,0.908,9,99.4,2999,100.8450503,32.13,1.4661,286.95
173,5800,0.812,3,99.4,5997,99.90084349,31.74,1.4476,281.15
174,5800,0.724,-3,99.4,8999,98.98569767,31.26,1.4366,275.25
175,5800,0.644,-9,99.4,11998,98.07323986,30.98,1.4215,269.35
176,5800,0.572,-15,99.4,15000,98.7425386,31.26,1.4412,263.45
177,5800,0.527,-19,99.4,17001,99.62390871,31.13,1.4391,259.55
178,5800,0.485,-23,99.4,18999,98.07559319,30.23,1.4020,255.75
179,5800,0.446,-27,99.4,21001,93.45596428,28.81,1.3383,251.95
180,5800,0.410,-31,99.4,22999,86.56728107,27.46,1.2541,248.15
181,5800,1.013,15,98.8,0,98.66200101,31.24,1.4446,292.75
182,5800,0.908,9,98.8,2999,97.22127671,30.45,1.4202,286.95
183,5800,0.812,3,98.8,5997,95.34094409,29.62,1.3872,281.05
184,5800,0.724,-3,98.8,8999,93.37079539,28.73,1.3611,275.05
185,5800,0.644,-9,98.8,11998,91.64992302,28.21,1.3348,269.25
186,5800,0.572,-15,98.8,15000,92.89883603,28.62,1.3599,263.35
187,5800,0.527,-19,98.8,17001,94.54839138,28.73,1.3691,259.35
188,5800,0.485,-23,98.8,18999,93.68885385,28.17,1.3429,255.45
189,5800,0.446,-27,98.8,21001,89.71389996,27.10,1.2882,251.65
190,5800,0.410,-31,98.8,22999,83.45775241,25.98,1.2118,247.75
191,5800,1.013,15,97.4,0,91.67509054,28.02,1.3531,292.75
192,5800,0.908,9,97.4,2999,88.74682778,26.61,1.3150,286.85
193,5800,0.812,3,97.4,5997,84.88907894,24.98,1.2530,280.95
194,5800,0.724,-3,97.4,8999,80.92531519,23.48,1.1973,274.85
195,5800,0.644,-9,97.4,11998,78.3760684,22.75,1.1578,268.95
196,5800,0.572,-15,97.4,15000,80.59162014,23.30,1.1883,263.05
197,5800,0.527,-19,97.4,17001,83.14071473,23.74,1.2125,259.15
198,5800,0.485,-23,97.4,18999,83.3692147,23.75,1.2056,255.15
199,5800,0.446,-27,97.4,21001,80.67158158,23.32,1.1689,251.25
200,5800,0.410,-31,97.4,22999,75.82571179,22.70,1.1097,247.25
201,5800,1.013,15,94.1,0,74.22942804,21.58,1.1461,292.55
202,5800,0.908,9,94.1,2999,68.88730538,19.52,1.0842,286.65
203,5800,0.812,3,94.1,5997,62.65457858,17.42,0.9927,280.65
204,5800,0.724,-3,94.1,8999,57.13068246,16.06,0.9095,274.65
205,5800,0.644,-9,94.1,11998,55.37214762,15.88,0.8735,268.65
206,5800,0.572,-15,94.1,15000,58.15509444,16.53,0.8974,262.75
207,5800,0.527,-19,94.1,17001,60.4571371,17.02,0.9196,258.75
208,5800,0.485,-23,94.1,18999,61.29574066,17.31,0.9255,254.85
209,5800,0.446,-27,94.1,21001,60.20026019,17.35,0.9102,250.85
210,5800,0.410,-31,94.1,22999,57.60114063,17.19,0.8775,246.95
211,5800,1.013,15,84.5,0,43.85199855,13.70,0.8007,292.35
212,5800,0.908,9,84.5,2999,40.57136005,12.65,0.7405,286.25
213,5800,0.812,3,84.5,5997,37.38077315,11.73,0.6846,280.15
214,5800,0.724,-3,84.5,8999,33.40440275,10.90,0.6278,274.35
215,5800,0.644,-9,84.5,11998,29.65525599,10.13,0.5750,268.55
216,5800,0.572,-15,84.5,15000,26.79567428,9.42,0.5317,262.55
217,5800,0.527,-19,84.5,17001,25.18934149,8.96,0.5063,258.65
218,5800,0.485,-23,84.5,18999,23.73063929,8.55,0.4834,254.85
219,5800,0.446,-27,84.5,21001,22.36396208,8.22,0.4623,251.05
220,5800,0.410,-31,84.5,22999,21.08281555,7.96,0.4432,247.35
221,5800,1.013,15,72,0,24.0707563,9.46,0.5873,292.15
222,5800,0.908,9,72,2999,21.22879464,8.56,0.5263,286.25
223,5800,0.812,3,72,5997,18.66677549,7.76,0.4754,280.35
224,5800,0.724,-3,72,8999,16.10175907,7.05,0.4293,274.45
225,5800,0.644,-9,72,11998,13.52934195,6.44,0.3838,268.55
226,5800,0.572,-15,72,15000,10.87012601,5.93,0.3410,262.55
227,5800,0.527,-19,72,17001,9.057414196,5.62,0.3149,258.55
228,5800,0.485,-23,72,18999,7.359098365,5.34,0.2927,254.65
229,5800,0.446,-27,72,21001,5.900979186,5.10,0.2753,250.65
230,5800,0.410,-31,72,22999,4.783375598,4.93,0.2629,246.65
231,5800,1.013,15,56.5,0,7.943891883,5.80,0.3788,293.05
232,5800,0.908,9,56.5,2999,5.184346554,5.28,0.3359,287.15
233,5800,0.812,3,56.5,5997,3.648626829,4.99,0.3067,281.35
234,5800,0.724,-3,56.5,8999,2.544082809,4.83,0.2797,275.55
241,5500,1.013,15,100,0,99.1739498,32.16,1.4421,292.85
242,5500,0.908,9,100,2999,99.18518396,31.81,1.4423,287.05
243,5500,0.812,3,100,5997,99.42691583,32.14,1.4375,281.15
244,5500,0.724,-3,100,8999,99.46087589,32.12,1.4395,275.25
245,5500,0.644,-9,100,11998,99.58596529,32.11,1.4405,269.25
246,5500,0.572,-15,100,15000,99.68651533,32.08,1.4709,263.35
247,5500,0.527,-19,100,17001,100.023739,32.18,1.4503,259.45
248,5500,0.485,-23,100,18999,99.02685146,31.31,1.4166,255.65
249,5500,0.446,-27,100,21001,95.36712315,29.80,1.3626,251.75
250,5500,0.410,-31,100,22999,88.55580626,28.37,1.2764,248.05
251,5500,1.013,15,99.4,0,96.56317971,30.88,1.4091,292.85
252,5500,0.908,9,99.4,2999,95.89770228,30.22,1.4005,287.05
253,5500,0.812,3,99.4,5997,95.17773655,29.99,1.3800,281.05
254,5500,0.724,-3,99.4,8999,94.13409003,29.45,1.3668,275.05
255,5500,0.644,-9,99.4,11998,93.24979463,29.07,1.3546,269.15
256,5500,0.572,-15,99.4,15000,94.03513813,29.38,1.3905,263.25
257,5500,0.527,-19,99.4,17001,95.42379408,29.75,1.3865,259.25
258,5500,0.485,-23,99.4,18999,95.15075552,29.26,1.3636,255.35
259,5500,0.446,-27,99.4,21001,92.01207992,28.12,1.3170,251.55
260,5500,0.410,-31,99.4,22999,85.73831353,26.89,1.2372,247.65
261,5500,1.013,15,98.8,0,93.88515075,29.58,1.3753,292.85
262,5500,0.908,9,98.8,2999,92.57934477,28.61,1.3592,286.95
263,5500,0.812,3,98.8,5997,90.93977423,27.90,1.3241,281.05
264,5500,0.724,-3,98.8,8999,88.92753139,26.95,1.2966,274.95
265,5500,0.644,-9,98.8,11998,87.33727969,26.33,1.2748,269.15
266,5500,0.572,-15,98.8,15000,88.70951834,26.88,1.3141,263.15
267,5500,0.527,-19,98.8,17001,90.84297885,27.44,1.3229,259.15
268,5500,0.485,-23,98.8,18999,91.11427758,27.26,1.3091,255.25
269,5500,0.446,-27,98.8,21001,88.42109635,26.43,1.2690,251.25
270,5500,0.410,-31,98.8,22999,82.68373657,25.41,1.1956,247.45
271,5500,1.013,15,97.4,0,87.46870538,26.53,1.2948,292.85
272,5500,0.908,9,97.4,2999,84.81463841,24.99,1.2646,286.95
273,5500,0.812,3,97.4,5997,81.28462149,23.41,1.2015,280.95
274,5500,0.724,-3,97.4,8999,77.48765238,21.91,1.1457,274.85
275,5500,0.644,-9,97.4,11998,75.19387424,21.15,1.1120,268.95
276,5500,0.572,-15,97.4,15000,77.55179913,21.93,1.1529,262.95
277,5500,0.527,-19,97.4,17001,80.47319962,22.68,1.1794,258.95
278,5500,0.485,-23,97.4,18999,81.44103495,22.95,1.1805,255.05
279,5500,0.446,-27,97.4,21001,79.52478591,22.68,1.1521,251.05
280,5500,0.410,-31,97.4,22999,74.98170382,22.10,1.0931,247.05
281,5500,1.013,15,94.1,0,71.52872505,20.62,1.1093,292.55
282,5500,0.908,9,94.1,2999,66.67151938,18.60,1.0537,286.65
283,5500,0.812,3,94.1,5997,61.0464453,16.63,0.9660,280.55
284,5500,0.724,-3,94.1,8999,56.08564836,15.46,0.8869,274.65
285,5500,0.644,-9,94.1,11998,54.63607011,15.42,0.8564,268.65
286,5500,0.572,-15,94.1,15000,57.22842779,16.09,0.8840,262.75
287,5500,0.527,-19,94.1,17001,59.3785806,16.54,0.9074,258.75
288,5500,0.485,-23,94.1,18999,60.17971906,16.79,0.9134,254.75
289,5500,0.446,-27,94.1,21001,59.10062305,16.78,0.8967,250.75
290,5500,0.410,-31,94.1,22999,56.47275517,16.58,0.8603,246.75
291,5500,1.013,15,84.5,0,44.44179185,13.63,0.8036,292.05
292,5500,0.908,9,84.5,2999,41.62633233,12.69,0.7483,286.25
293,5500,0.812,3,84.5,5997,38.6357526,11.85,0.6971,280.15
294,5500,0.724,-3,84.5,8999,34.91873267,11.08,0.6441,274.25
295,5500,0.644,-9,84.5,11998,31.32857079,10.32,0.5914,268.45
296,5500,0.572,-15,84.5,15000,28.15848278,9.49,0.5431,262.65
297,5500,0.527,-19,84.5,17001,26.14786993,8.92,0.5130,258.75
298,5500,0.485,-23,84.5,18999,24.28432094,8.39,0.4852,254.85
299,5500,0.446,-27,84.5,21001,22.58145169,7.95,0.4596,251.05
300,5500,0.410,-31,84.5,22999,21.04721733,7.62,0.4364,247.35
301,5500,1.013,15,72,0,25.23659489,9.42,0.5997,291.95
302,5500,0.908,9,72,2999,22.63962134,8.56,0.5376,286.05
303,5500,0.812,3,72,5997,20.10040759,7.78,0.4849,280.05
304,5500,0.724,-3,72,8999,17.46792181,7.07,0.4368,274.15
305,5500,0.644,-9,72,11998,14.92023744,6.45,0.3896,268.25
306,5500,0.572,-15,72,15000,12.31633965,5.92,0.3450,262.35
307,5500,0.527,-19,72,17001,10.50605137,5.59,0.3172,258.35
308,5500,0.485,-23,72,18999,8.761531229,5.28,0.2932,254.35
309,5500,0.446,-27,72,21001,7.203264238,5.02,0.2738,250.35
310,5500,0.410,-31,72,22999,5.945985447,4.82,0.2594,246.35
311,5500,1.013,15,56.5,0,9.166148863,5.75,0.3828,292.55
312,5500,0.908,9,56.5,2999,6.885068491,5.26,0.3400,286.65
313,5500,0.812,3,56.5,5997,5.313948999,4.96,0.3088,280.45
314,5500,0.724,-3,56.5,8999,3.856114303,4.73,0.2788,274.75
315,5500,0.644,-9,56.5,11998,2.423338698,4.50,0.2517,268.85
321,5800,1.013,30,100,0,104.4195462,33.83,1.5108,307.85
322,5800,0.908,24,100,2999,104.7342675,33.89,1.5195,302.15
323,5800,0.812,18,100,5997,104.450057,34.02,1.4993,296.45
324,5800,0.724,12,100,8999,104.8185155,33.97,1.5075,290.55
325,5800,0.644,6,100,11998,104.5744817,34.10,1.5334,284.65
326,5800,0.572,0,100,15000,104.6894986,34.12,1.5115,278.75
327,5800,0.527,-4,100,17001,103.6197461,33.14,1.4718,274.95
328,5800,0.485,-8,100,18999,99.45344938,31.33,1.4170,271.25
329,5800,0.446,-12,100,21001,93.17776131,29.04,1.3539,267.45
330,5800,0.410,-16,100,22999,86.1847955,27.06,1.2946,263.25
331,5800,1.013,30,99.4,0,101.5744223,32.51,1.4737,307.85
332,5800,0.908,24,99.4,2999,101.128062,32.20,1.4737,302.05
333,5800,0.812,18,99.4,5997,99.92808075,31.82,1.4406,296.25
334,5800,0.724,12,99.4,8999,99.12136815,31.25,1.4322,290.45
335,5800,0.644,6,99.4,11998,97.95032984,30.92,1.4461,284.55
336,5800,0.572,0,99.4,15000,98.42587741,31.05,1.4278,278.55
337,5800,0.527,-4,99.4,17001,98.31663499,30.49,1.3988,274.65
338,5800,0.485,-8,99.4,18999,95.10114869,29.14,1.3561,270.85
339,5800,0.446,-12,99.4,21001,89.53871074,27.29,1.3034,267.05
340,5800,0.410,-16,99.4,22999,82.98944909,25.62,1.2509,263.25
341,5800,1.013,30,98.8,0,98.62562674,31.15,1.4362,307.85
342,5800,0.908,24,98.8,2999,97.45443603,30.49,1.4283,302.05
343,5800,0.812,18,98.8,5997,95.38216617,29.66,1.3837,296.25
344,5800,0.724,12,98.8,8999,93.50475002,28.65,1.3595,290.35
345,5800,0.644,6,98.8,11998,91.64862128,28.00,1.3624,284.35
346,5800,0.572,0,98.8,15000,92.46776686,28.21,1.3482,278.35
347,5800,0.527,-4,98.8,17001,93.09431444,27.97,1.3287,274.45
348,5800,0.485,-8,98.8,18999,90.71457324,27.02,1.2967,270.55
349,5800,0.446,-12,98.8,21001,85.84235632,25.59,1.2532,266.75
350,5800,0.410,-16,98.8,22999,79.7724767,24.21,1.2067,262.95
351,5800,1.013,30,97.4,0,91.48148027,27.94,1.3477,307.65
352,5800,0.908,24,97.4,2999,88.77553634,26.59,1.3239,301.85
353,5800,0.812,18,97.4,5997,84.91177258,24.93,1.2584,296.05
354,5800,0.724,12,97.4,8999,81.016151,23.27,1.2030,290.15
355,5800,0.644,6,97.4,11998,78.34787711,22.29,1.1843,284.15
356,5800,0.572,0,97.4,15000,79.86850705,22.59,1.1807,278.15
357,5800,0.527,-4,97.4,17001,81.50783218,22.82,1.1785,274.15
358,5800,0.485,-8,97.4,18999,80.63870109,22.58,1.1659,270.25
359,5800,0.446,-12,97.4,21001,77.22149934,21.92,1.1394,266.25
360,5800,0.410,-16,97.4,22999,72.30811054,21.14,1.1037,262.35
361,5800,1.013,30,94.1,0,73.73574307,21.52,1.1475,307.55
362,5800,0.908,24,94.1,2999,68.53239672,19.46,1.0940,301.65
363,5800,0.812,18,94.1,5997,62.62258732,17.31,1.0109,295.75
364,5800,0.724,12,94.1,8999,57.28325247,15.81,0.9276,289.85
365,5800,0.644,6,94.1,11998,55.22566148,15.45,0.8904,283.85
366,5800,0.572,0,94.1,15000,57.42394999,15.93,0.9011,277.85
367,5800,0.527,-4,94.1,17001,59.35765651,16.32,0.9139,273.85
368,5800,0.485,-8,94.1,18999,59.83247117,16.52,0.9165,269.85
369,5800,0.446,-12,94.1,21001,58.36994516,16.47,0.9045,265.95
370,5800,0.410,-16,94.1,22999,55.49235078,16.24,0.8800,261.95
371,5800,1.013,30,84.5,0,43.26662544,13.63,0.8017,307.15
372,5800,0.908,24,84.5,2999,39.9011845,12.55,0.7414,301.35
373,5800,0.812,18,84.5,5997,36.72745764,11.60,0.6860,295.45
374,5800,0.724,12,84.5,8999,32.88290382,10.73,0.6290,289.55
375,5800,0.644,6,84.5,11998,29.00280731,9.92,0.5729,283.55
376,5800,0.572,0,84.5,15000,25.79846647,9.15,0.5252,277.75
377,5800,0.527,-4,84.5,17001,23.98035841,8.66,0.4972,273.95
378,5800,0.485,-8,84.5,18999,22.35809002,8.21,0.4719,270.15
379,5800,0.446,-12,84.5,21001,20.86723175,7.85,0.4492,266.35
380,5800,0.410,-16,84.5,22999,19.49302657,7.57,0.4293,262.55
381,5800,1.013,30,72,0,23.75926918,9.31,0.5926,307.25
382,5800,0.908,24,72,2999,20.80905842,8.37,0.5303,301.35
383,5800,0.812,18,72,5997,18.05616165,7.53,0.4735,295.45
384,5800,0.724,12,72,8999,15.32314342,6.78,0.4230,289.65
385,5800,0.644,6,72,11998,12.68536004,6.15,0.3761,283.75
386,5800,0.572,0,72,15000,10.01147434,5.64,0.3330,277.85
387,5800,0.527,-4,72,17001,8.175120241,5.32,0.3059,273.85
388,5800,0.485,-8,72,18999,6.420868652,5.04,0.2815,269.75
389,5800,0.446,-12,72,21001,4.874515734,4.80,0.2613,265.75
390,5800,0.410,-16,72,22999,3.676783409,4.63,0.2458,261.65
391,5800,1.013,30,56.5,0,8.391576326,5.84,0.3897,307.85
392,5800,0.908,24,56.5,2999,5.835642633,5.31,0.3437,301.95
393,5800,0.812,18,56.5,5997,4.16957266,5.00,0.3107,296.05
394,5800,0.724,12,56.5,8999,2.771169201,4.81,0.2810,290.05
401,5500,1.013,30,100,0,99.14414353,32.09,1.4350,308.05
402,5500,0.908,24,100,2999,99.6721484,31.93,1.4558,302.15
403,5500,0.812,18,100,5997,99.54226418,32.24,1.4288,296.45
404,5500,0.724,12,100,8999,99.77642077,32.17,1.4376,290.55
